User_id,Merchant_id,Coupon_id,Discount_rate,Distance,Date_received,Date
6695628,3381,9776.0,10:5,0.0,20160129.0,20160214.0
6698700,5341,11539.0,30:5,0.0,20160130.0,20160229.0
6698700,5341,111.0,30:5,0.0,20160128.0,20160130.0
6698700,5341,7751.0,50:10,0.0,20160131.0,20160229.0
6698700,5341,7751.0,50:10,0.0,20160128.0,20160223.0
6698700,2099,12034.0,100:10,1.0,20160127.0,20160228.0
1414067,4142,4773.0,100:10,0.0,20160125.0,20160214.0
7248588,5341,111.0,30:5,0.0,20160130.0,20160130.0
7248588,2099,12034.0,100:10,2.0,20160201.0,20160204.0
5420748,8181,1560.0,20:5,0.0,20160322.0,20160324.0
5420748,8181,1560.0,20:5,0.0,20160322.0,20160328.0
2713958,760,2418.0,30:5,1.0,20160609.0,20160610.0
1228979,6485,2079.0,30:5,0.0,20160523.0,20160529.0
3515750,7555,5582.0,30:5,0.0,20160127.0,20160204.0
2337638,1041,13490.0,30:5,0.0,20160124.0,20160202.0
2337638,7838,12429.0,0.95,1.0,20160411.0,20160411.0
2337638,1041,4635.0,0.8,0.0,20160608.0,20160608.0
1758899,7555,9871.0,30:5,0.0,20160327.0,20160330.0
1758899,3381,9776.0,10:5,0.0,20160129.0,20160227.0
1758899,7555,5582.0,30:5,0.0,20160130.0,20160207.0
1758899,7555,5582.0,30:5,0.0,20160128.0,20160129.0
1758899,7555,5582.0,30:5,0.0,20160129.0,20160130.0
1758899,7555,17.0,30:5,0.0,20160126.0,20160128.0
1564595,3621,2705.0,20:5,0.0,20160520.0,20160608.0
2023859,6582,1114.0,5:1,0.0,20160531.0,20160602.0
7058124,3293,12527.0,20:5,1.0,20160525.0,20160603.0
3664742,209,11650.0,50:5,3.0,20160126.0,20160218.0
2882918,8010,100.0,100:10,1.0,20160514.0,20160521.0
1709747,3532,5267.0,30:5,0.0,20160324.0,20160329.0
1317299,6858,13565.0,20:1,0.0,20160510.0,20160603.0
2372966,3532,1563.0,30:5,0.0,20160523.0,20160527.0
3028838,2436,3992.0,30:5,0.0,20160515.0,20160519.0
2113382,2099,12034.0,100:10,0.0,20160201.0,20160206.0
2247014,6761,13900.0,100:20,0.0,20160606.0,20160624.0
1320371,1469,11848.0,100:20,0.0,20160609.0,20160628.0
1320371,1469,12375.0,100:30,0.0,20160521.0,20160601.0
5027532,6485,10323.0,20:5,1.0,20160321.0,20160326.0
1980851,5199,6262.0,20:1,0.0,20160504.0,20160508.0
1980851,5199,6262.0,20:1,0.0,20160421.0,20160427.0
3836774,3813,10983.0,10:5,0.0,20160324.0,20160325.0
5860044,5907,13924.0,30:5,2.0,20160316.0,20160331.0
1991603,760,6103.0,20:5,10.0,20160522.0,20160528.0
3067238,2099,12034.0,100:10,1.0,20160129.0,20160202.0
835674,7221,933.0,30:5,10.0,20160322.0,20160331.0
2688872,6485,10323.0,20:5,2.0,20160323.0,20160401.0
2688872,6485,10323.0,20:5,2.0,20160323.0,20160401.0
3612008,8580,5251.0,30:5,0.0,20160319.0,20160320.0
5392080,75,7874.0,10:1,0.0,20160528.0,20160603.0
5392080,75,6188.0,20:1,0.0,20160528.0,20160602.0
5392080,75,7724.0,20:1,0.0,20160602.0,20160609.0
4009832,6485,9407.0,100:10,0.0,20160127.0,20160205.0
841050,3621,4823.0,20:5,0.0,20160612.0,20160629.0
841050,7113,1808.0,100:10,0.0,20160526.0,20160618.0
4020584,760,2418.0,30:5,0.0,20160606.0,20160616.0
420973,8390,3038.0,20:5,1.0,20160524.0,20160530.0
420973,8390,7531.0,20:5,1.0,20160321.0,20160324.0
1039194,3533,3604.0,30:5,0.0,20160522.0,20160601.0
1039194,3533,3604.0,30:5,0.0,20160521.0,20160522.0
3896168,8775,9313.0,20:5,0.0,20160522.0,20160524.0
3896168,8775,9313.0,20:5,0.0,20160524.0,20160530.0
290797,2934,5686.0,30:5,2.0,20160325.0,20160327.0
2326376,5341,11539.0,30:5,0.0,20160203.0,20160205.0
2326376,5341,11539.0,30:5,0.0,20160131.0,20160211.0
1426100,984,11081.0,10:1,2.0,20160416.0,20160422.0
2985320,1125,2647.0,30:5,4.0,20160325.0,20160401.0
2985320,1125,2647.0,30:5,4.0,20160325.0,20160330.0
3247976,1169,4627.0,50:20,0.0,20160124.0,20160131.0
5195472,450,3732.0,30:5,0.0,20160425.0,20160501.0
5195472,450,9757.0,30:5,0.0,20160602.0,20160611.0
5195472,450,1613.0,30:5,0.0,20160601.0,20160602.0
5195472,450,13295.0,20:5,0.0,20160513.0,20160517.0
1302452,1169,10929.0,200:30,0.0,20160128.0,20160213.0
749658,8390,7531.0,20:5,1.0,20160324.0,20160330.0
473197,6485,2079.0,30:5,0.0,20160521.0,20160525.0
408109,7909,13333.0,100:10,0.0,20160204.0,20160215.0
392173,6901,2366.0,30:5,2.0,20160503.0,20160515.0
409069,8181,1560.0,20:5,0.0,20160325.0,20160401.0
409069,8181,1560.0,20:5,0.0,20160325.0,20160401.0
3536744,3710,8680.0,100:10,0.0,20160131.0,20160131.0
3536744,3710,8680.0,100:10,0.0,20160124.0,20160131.0
3536744,3710,10263.0,100:10,0.0,20160206.0,20160210.0
3536744,3710,10263.0,100:10,0.0,20160203.0,20160208.0
3536744,3710,8680.0,100:10,0.0,20160123.0,20160124.0
3802472,3532,5267.0,30:5,0.0,20160326.0,20160401.0
442669,6485,10323.0,20:5,0.0,20160324.0,20160326.0
442669,6485,10323.0,20:5,0.0,20160324.0,20160326.0
1016922,7279,2312.0,10:1,5.0,20160325.0,20160328.0
1773236,1569,11474.0,50:5,0.0,20160513.0,20160517.0
1773236,1569,5234.0,30:5,0.0,20160201.0,20160215.0
1642676,8254,4922.0,100:20,1.0,20160519.0,20160609.0
560346,7019,7665.0,100:10,0.0,20160123.0,20160201.0
1125812,5717,8192.0,20:5,0.0,20160501.0,20160604.0
398317,5152,11781.0,30:5,3.0,20160522.0,20160531.0
398317,17,4081.0,20:1,0.0,20160514.0,20160515.0
365677,8424,8553.0,20:1,3.0,20160614.0,20160622.0
3059048,5591,8156.0,20:1,0.0,20160517.0,20160518.0
398893,760,2418.0,30:5,0.0,20160607.0,20160621.0
285037,6485,2079.0,30:5,2.0,20160524.0,20160529.0
603354,2934,5686.0,30:5,1.0,20160326.0,20160327.0
603354,2934,5686.0,30:5,1.0,20160326.0,20160330.0
6405840,380,6951.0,20:5,0.0,20160325.0,20160401.0
4839120,2099,12034.0,100:10,1.0,20160207.0,20160222.0
4592340,760,2418.0,30:5,2.0,20160615.0,20160618.0
1611701,7917,11229.0,100:5,4.0,20160521.0,20160529.0
1160885,4142,4773.0,100:10,0.0,20160123.0,20160207.0
2454890,4232,7774.0,30:1,0.0,20160608.0,20160617.0
5440212,996,1160.0,30:5,4.0,20160428.0,20160526.0
5440212,996,11396.0,30:5,4.0,20160421.0,20160428.0
2328938,3381,9776.0,10:5,6.0,20160129.0,20160205.0
6235860,2934,5686.0,30:5,1.0,20160323.0,20160327.0
1700021,5341,111.0,30:5,0.0,20160129.0,20160228.0
1700021,5341,7751.0,50:10,0.0,20160201.0,20160218.0
1700021,2099,12034.0,100:10,0.0,20160201.0,20160207.0
1438133,6434,10050.0,50:5,0.0,20160126.0,20160218.0
4189034,6901,2366.0,30:5,0.0,20160527.0,20160601.0
4982484,1469,7132.0,100:50,0.0,20160324.0,20160403.0
1580213,1169,10929.0,200:30,0.0,20160129.0,20160201.0
3293546,4833,13628.0,200:20,1.0,20160130.0,20160223.0
6346452,5602,2201.0,30:1,0.0,20160421.0,20160506.0
4098410,3621,4823.0,20:5,0.0,20160607.0,20160622.0
6629076,1194,8547.0,20:1,0.0,20160331.0,20160401.0
3580778,1941,4927.0,30:5,2.0,20160323.0,20160327.0
3580778,3621,4761.0,30:5,3.0,20160520.0,20160527.0
3975530,1472,13571.0,30:1,0.0,20160504.0,20160527.0
3975530,1472,13571.0,30:1,0.0,20160527.0,20160617.0
6149844,5341,111.0,30:5,0.0,20160128.0,20160229.0
6149844,6901,2366.0,30:5,7.0,20160520.0,20160611.0
3603818,8037,616.0,0.8,10.0,20160607.0,20160609.0
3603818,1188,12845.0,20:1,1.0,20160529.0,20160531.0
3603818,1188,12845.0,20:1,1.0,20160519.0,20160522.0
3603818,1188,12845.0,20:1,1.0,20160509.0,20160519.0
3603818,1188,12845.0,20:1,1.0,20160531.0,20160614.0
3603818,1188,12845.0,20:1,1.0,20160503.0,20160509.0
3603818,1188,12845.0,20:1,1.0,20160430.0,20160503.0
3603818,1188,12845.0,20:1,1.0,20160522.0,20160529.0
3603818,1188,12845.0,20:1,1.0,20160420.0,20160430.0
6173400,2050,13543.0,200:20,1.0,20160430.0,20160506.0
5393112,760,3811.0,30:5,0.0,20160327.0,20160401.0
5393112,760,3811.0,30:5,0.0,20160327.0,20160401.0
608859,3381,11951.0,200:20,1.0,20160128.0,20160212.0
674523,420,2579.0,30:1,0.0,20160530.0,20160607.0
674523,6944,2640.0,100:10,1.0,20160428.0,20160504.0
674523,2934,5686.0,30:5,0.0,20160321.0,20160323.0
674523,420,2579.0,30:1,0.0,20160519.0,20160530.0
674523,2934,5686.0,30:5,0.0,20160321.0,20160328.0
707547,2652,1024.0,200:20,1.0,20160523.0,20160602.0
1751222,6434,4128.0,30:5,0.0,20160525.0,20160527.0
679131,4387,11188.0,20:1,0.0,20160531.0,20160613.0
679131,4387,11188.0,20:1,0.0,20160613.0,20160630.0
7279320,5341,11539.0,30:5,0.0,20160204.0,20160229.0
2723180,8022,11458.0,20:1,0.0,20160408.0,20160414.0
2723180,8022,9208.0,20:1,0.0,20160408.0,20160424.0
1043163,346,2443.0,50:1,7.0,20160523.0,20160526.0
1043163,346,2443.0,50:1,7.0,20160517.0,20160523.0
715995,1526,13680.0,30:5,0.0,20160503.0,20160528.0
619995,3533,3604.0,30:5,2.0,20160522.0,20160524.0
5224152,4043,3222.0,30:5,3.0,20160526.0,20160611.0
2028470,6597,4749.0,10:1,0.0,20160331.0,20160420.0
2028470,6597,4314.0,5:1,0.0,20160326.0,20160420.0
2028470,6597,4314.0,5:1,0.0,20160329.0,20160422.0
2028470,6597,4314.0,5:1,0.0,20160331.0,20160422.0
2028470,6597,4749.0,10:1,0.0,20160327.0,20160410.0
2028470,6597,4749.0,10:1,0.0,20160321.0,20160404.0
2028470,6597,4749.0,10:1,0.0,20160323.0,20160406.0
621915,6683,861.0,20:5,0.0,20160522.0,20160529.0
621915,6683,12741.0,20:5,0.0,20160321.0,20160330.0
621915,6683,12741.0,20:5,0.0,20160321.0,20160323.0
6287064,8022,8847.0,20:1,0.0,20160514.0,20160517.0
6287064,8022,4700.0,20:1,0.0,20160504.0,20160506.0
6287064,8022,8461.0,20:1,0.0,20160602.0,20160603.0
6287064,8022,9208.0,20:1,0.0,20160425.0,20160514.0
1116854,4931,13516.0,20:5,1.0,20160521.0,20160522.0
4480728,8651,4020.0,30:5,5.0,20160507.0,20160528.0
7110360,1442,6409.0,20:10,1.0,20160512.0,20160513.0
4489944,7422,4727.0,0.8,6.0,20160609.0,20160609.0
562395,2934,5686.0,30:5,0.0,20160324.0,20160326.0
1021275,6901,1122.0,30:5,0.0,20160321.0,20160322.0
2644844,5341,111.0,30:5,0.0,20160130.0,20160224.0
2644844,5341,7751.0,50:10,0.0,20160130.0,20160209.0
5813976,5032,12604.0,30:5,0.0,20160430.0,20160525.0
732123,2934,5686.0,30:5,1.0,20160327.0,20160405.0
2408300,3403,7632.0,20:5,3.0,20160326.0,20160329.0
636123,3532,1563.0,30:5,0.0,20160524.0,20160531.0
1409975,3786,7924.0,10:5,10.0,20160103.0,20160103.0
3349358,5341,11539.0,30:5,0.0,20160201.0,20160219.0
6215388,7717,13423.0,20:1,0.0,20160605.0,20160609.0
6740700,5341,11539.0,30:5,0.0,20160207.0,20160214.0
6740700,5341,111.0,30:5,0.0,20160204.0,20160207.0
5991132,892,11827.0,50:5,0.0,20160427.0,20160511.0
2745710,2934,5686.0,30:5,0.0,20160321.0,20160322.0
2745710,2934,5686.0,30:5,0.0,20160321.0,20160322.0
3538286,6485,10323.0,20:5,1.0,20160326.0,20160403.0
3538286,6485,10323.0,20:5,1.0,20160326.0,20160403.0
6034140,8181,13782.0,50:5,0.0,20160520.0,20160528.0
2624366,1169,4627.0,50:20,0.0,20160130.0,20160212.0
2495342,4142,4773.0,100:10,0.0,20160124.0,20160130.0
2495342,4142,4773.0,100:10,0.0,20160130.0,20160201.0
2495342,760,2418.0,30:5,0.0,20160602.0,20160621.0
5521116,4661,3121.0,0.95,10.0,20160121.0,20160121.0
6307548,1379,1579.0,30:5,0.0,20160321.0,20160328.0
5287644,760,3237.0,20:5,0.0,20160131.0,20160226.0
1523639,1125,2647.0,30:5,2.0,20160326.0,20160403.0
3572078,8775,466.0,10:5,0.0,20160323.0,20160330.0
3572078,8775,466.0,10:5,0.0,20160323.0,20160324.0
2137454,3710,13056.0,150:10,0.0,20160127.0,20160224.0
2400110,6454,14031.0,100:10,0.0,20160207.0,20160209.0
3980654,8236,12049.0,20:5,0.0,20160523.0,20160525.0
2802542,760,6103.0,20:5,0.0,20160522.0,20160601.0
4304604,7422,4727.0,0.8,10.0,20160519.0,20160519.0
3209582,517,12679.0,0.95,0.0,20160407.0,20160408.0
3209582,517,12679.0,0.95,0.0,20160309.0,20160309.0
5114592,3823,3164.0,50:5,0.0,20160525.0,20160527.0
5114592,3823,3164.0,50:5,0.0,20160516.0,20160518.0
5114592,6901,1122.0,30:5,0.0,20160321.0,20160325.0
5114592,3823,3164.0,50:5,0.0,20160518.0,20160525.0
5114592,3823,3164.0,50:5,0.0,20160515.0,20160516.0
484078,2177,542.0,30:1,0.0,20160517.0,20160520.0
484078,2177,542.0,30:1,0.0,20160503.0,20160517.0
484078,2177,542.0,30:1,0.0,20160426.0,20160430.0
484078,2177,542.0,30:1,0.0,20160422.0,20160429.0
640860,5074,8595.0,100:30,4.0,20160520.0,20160529.0
3221360,8390,7531.0,20:5,0.0,20160327.0,20160404.0
3221360,8390,7531.0,20:5,0.0,20160327.0,20160404.0
518446,2436,3992.0,30:5,0.0,20160426.0,20160522.0
518446,2436,3316.0,20:5,0.0,20160522.0,20160528.0
518446,2436,3394.0,20:5,0.0,20160321.0,20160325.0
5169888,6885,3495.0,10:1,0.0,20160228.0,20160311.0
5169888,5420,6881.0,30:1,3.0,20160522.0,20160613.0
1008348,450,1532.0,30:5,2.0,20160513.0,20160516.0
1008348,450,1613.0,30:5,2.0,20160602.0,20160630.0
1008348,7555,9871.0,30:5,0.0,20160411.0,20160419.0
1008348,450,3732.0,30:5,2.0,20160414.0,20160506.0
1756856,760,2418.0,30:5,1.0,20160601.0,20160613.0
1756856,7555,9871.0,30:5,0.0,20160403.0,20160403.0
1756856,760,6103.0,20:5,1.0,20160524.0,20160527.0
4170608,6454,5820.0,100:10,0.0,20160127.0,20160227.0
879324,2934,5686.0,30:5,0.0,20160325.0,20160331.0
154711,760,2418.0,30:5,0.0,20160604.0,20160609.0
3000176,4195,7571.0,30:5,0.0,20160522.0,20160524.0
1113272,2786,13163.0,30:10,0.0,20160325.0,20160326.0
7077600,2099,12034.0,100:10,1.0,20160207.0,20160214.0
3147632,3291,3894.0,30:5,10.0,20160606.0,20160614.0
3147632,3291,3894.0,30:5,10.0,20160605.0,20160606.0
213271,6454,14031.0,100:10,1.0,20160206.0,20160207.0
459310,760,6103.0,20:5,0.0,20160521.0,20160524.0
626268,2436,3394.0,20:5,0.0,20160327.0,20160330.0
1776824,2099,12034.0,100:10,0.0,20160207.0,20160214.0
3685232,7717,4751.0,20:1,10.0,20160611.0,20160618.0
3030896,8037,1789.0,30:5,2.0,20160131.0,20160131.0
412270,5265,8766.0,100:20,4.0,20160325.0,20160401.0
510574,3381,9776.0,10:5,0.0,20160129.0,20160131.0
7129824,7555,17.0,30:5,2.0,20160123.0,20160226.0
1784504,6021,4448.0,20:5,1.0,20160414.0,20160426.0
1654712,8775,466.0,10:5,2.0,20160327.0,20160330.0
1654712,3381,9776.0,10:5,0.0,20160129.0,20160130.0
1654712,8775,466.0,10:5,2.0,20160327.0,20160404.0
860508,5413,13233.0,100:20,1.0,20160520.0,20160602.0
860508,4584,13371.0,20:5,0.0,20160520.0,20160523.0
6626016,6683,12741.0,20:5,0.0,20160322.0,20160324.0
284206,8580,5251.0,30:5,1.0,20160330.0,20160424.0
732636,6901,2366.0,30:5,0.0,20160527.0,20160531.0
3980144,2099,12034.0,100:10,0.0,20160125.0,20160213.0
5603040,6504,7542.0,30:1,1.0,20160602.0,20160602.0
6392544,664,13471.0,100:10,1.0,20160514.0,20160608.0
5083872,2709,13165.0,100:10,0.0,20160530.0,20160607.0
499054,3532,5267.0,30:5,0.0,20160323.0,20160325.0
499054,3532,5267.0,30:5,0.0,20160323.0,20160325.0
499054,3532,1563.0,30:5,0.0,20160522.0,20160527.0
3599216,6135,6330.0,10:1,0.0,20160407.0,20160409.0
3599216,6135,6330.0,10:1,0.0,20160409.0,20160418.0
224983,3621,13398.0,0.9,0.0,20160404.0,20160404.0
1542329,8305,4639.0,200:20,0.0,20160517.0,20160522.0
1542329,8305,9099.0,200:50,0.0,20160522.0,20160607.0
2826098,1379,1579.0,30:5,0.0,20160325.0,20160331.0
6188772,7555,11183.0,30:5,0.0,20160522.0,20160528.0
3627890,7910,11685.0,10:5,0.0,20160606.0,20160611.0
1162937,6485,10323.0,20:5,0.0,20160325.0,20160327.0
1162937,6485,10323.0,20:5,0.0,20160325.0,20160327.0
2853746,6485,10323.0,20:5,0.0,20160326.0,20160404.0
2853746,6485,10323.0,20:5,0.0,20160326.0,20160404.0
1821113,760,2418.0,30:5,1.0,20160607.0,20160613.0
4944612,7679,8732.0,0.95,1.0,20160411.0,20160411.0
3924338,1469,2902.0,0.95,3.0,20160521.0,20160521.0
1639865,4220,3198.0,100:10,4.0,20160528.0,20160606.0
1639865,4220,3198.0,100:10,4.0,20160606.0,20160625.0
3411314,2099,12034.0,100:10,0.0,20160130.0,20160203.0
5033700,7483,4794.0,10:5,0.0,20160324.0,20160401.0
5033700,7483,4794.0,10:5,0.0,20160324.0,20160328.0
2947442,6615,2940.0,10:1,1.0,20160408.0,20160412.0
1088954,5341,11539.0,30:5,0.0,20160205.0,20160219.0
1088954,5341,11539.0,30:5,0.0,20160204.0,20160205.0
675933,7717,4751.0,20:1,3.0,20160613.0,20160618.0
675933,7717,3563.0,20:1,3.0,20160531.0,20160616.0
675933,7717,13423.0,20:1,3.0,20160602.0,20160605.0
675933,7717,13423.0,20:1,3.0,20160530.0,20160602.0
675933,7717,13423.0,20:1,3.0,20160605.0,20160607.0
675933,7717,13423.0,20:1,3.0,20160607.0,20160613.0
741597,1041,11197.0,30:5,0.0,20160112.0,20160126.0
1353914,8775,9313.0,20:5,10.0,20160524.0,20160528.0
1423034,2333,6778.0,200:50,3.0,20160505.0,20160520.0
2980724,760,3811.0,30:5,0.0,20160324.0,20160326.0
1689530,760,3237.0,20:5,0.0,20160127.0,20160226.0
3261812,2099,12034.0,100:10,0.0,20160207.0,20160220.0
3261812,2099,12034.0,100:10,0.0,20160207.0,20160214.0
3261812,2099,12034.0,100:10,0.0,20160125.0,20160130.0
3261812,4142,935.0,100:10,0.0,20160125.0,20160221.0
3261812,760,2418.0,30:5,0.0,20160609.0,20160630.0
6261480,5467,2597.0,100:10,10.0,20160526.0,20160624.0
6261480,5467,2597.0,100:10,10.0,20160521.0,20160526.0
6261480,5467,2597.0,100:10,10.0,20160517.0,20160521.0
916701,2934,5686.0,30:5,2.0,20160323.0,20160328.0
916701,2934,5686.0,30:5,2.0,20160323.0,20160326.0
525405,3293,12527.0,20:5,4.0,20160520.0,20160529.0
918621,7903,8137.0,20:1,0.0,20160605.0,20160606.0
918621,4356,12550.0,50:10,0.0,20160324.0,20160331.0
5561064,2422,2596.0,20:5,0.0,20160325.0,20160326.0
1131194,6504,6679.0,30:1,10.0,20160206.0,20160306.0
2131316,1169,10929.0,200:30,4.0,20160128.0,20160205.0
1024989,209,9580.0,100:20,1.0,20160414.0,20160426.0
1024989,209,11063.0,100:10,1.0,20160426.0,20160514.0
1024989,209,11063.0,100:10,1.0,20160514.0,20160520.0
1329338,388,7224.0,30:5,1.0,20160605.0,20160607.0
1329338,388,7224.0,30:5,1.0,20160607.0,20160618.0
2401652,1597,6917.0,20:5,0.0,20160521.0,20160524.0
2401652,1597,4271.0,20:1,0.0,20160612.0,20160630.0
2401652,1597,6917.0,20:5,0.0,20160524.0,20160529.0
633309,171,5825.0,20:5,2.0,20160522.0,20160523.0
633309,171,5825.0,20:5,2.0,20160525.0,20160603.0
2403188,5341,111.0,30:5,0.0,20160207.0,20160212.0
2403188,5341,7751.0,50:10,0.0,20160207.0,20160212.0
